lang~co~link~a1~a2~a3~a4~a5~a6~a7~a8~a9~a10~a11~sum~tot
no~Kenya~https://no.wikipedia.org/wiki/Kenya~ 0~  1~ 10~  36~ 11~ 0~  29~  50~  3~  4~ 1~ 145~ 40194
ps~Kenya~https://ps.wikipedia.org/wiki/%DA%A9%DB%8C%D9%86%DB%8C%D8%A7~ 0~  0~  0~   8~  3~ 0~  12~  24~ 14~  0~ 0~  61~ 17716
fa~Kenya~https://fa.wikipedia.org/wiki/%DA%A9%D9%86%DB%8C%D8%A7~ 0~  1~ 18~  67~ 26~ 0~  46~  92~ 23~  3~ 0~ 276~ 37778
pl~Kenya~https://pl.wikipedia.org/wiki/Kenia~ 0~  0~  1~  21~  5~ 0~  60~  10~  6~  1~ 0~ 104~ 38730
pt~Kenya~https://pt.wikipedia.org/wiki/Qu%C3%A9nia~ 0~  1~  7~  10~ 14~ 0~  21~  27~ 29~  0~ 0~ 109~ 37581
pa~Kenya~https://pa.wikipedia.org/wiki/%E0%A8%95%E0%A9%80%E0%A8%A8%E0%A9%80%E0%A8%86~ 0~  0~  0~  13~  6~ 0~   5~   6~  1~  0~ 0~  31~  8887
ro~Kenya~https://ro.wikipedia.org/wiki/Kenya~ 1~  0~  1~   6~  4~ 0~  13~  17~  3~  0~ 0~  45~ 24436
ru~Kenya~https://ru.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BD%D0%B8%D1%8F~ 5~ 74~ 46~ 173~ 36~19~ 271~ 102~ 16~  0~ 0~ 742~ 52745
sm~Kenya~https://sm.wikipedia.org/wiki/Kenya~ 0~  0~  1~   0~  0~ 0~   2~   2~  0~  0~ 0~   5~  4204
gd~Kenya~https://gd.wikipedia.org/wiki/A%27_Cheinia~ 0~  0~  0~   6~  2~ 0~  12~   4~  0~  0~ 0~  24~  6803
sr~Kenya~https://sr.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BD%D0%B8%D1%98%D0%B0~ 0~  0~  0~   5~  2~ 0~  15~  11~ 11~  0~ 0~  44~ 21989
st~Kenya~https://st.wikipedia.org/wiki/Kenya~ 0~  0~  0~   0~  1~ 0~   2~   2~  0~  0~ 0~   5~  5083
sn~Kenya~https://sn.wikipedia.org/wiki/Kenya~ 0~  0~  0~   0~  0~ 0~   3~   0~  0~  0~ 0~   3~  5939
sd~Kenya~https://sd.wikipedia.org/wiki/%DA%AA%D9%8A%D9%86%D9%8A%D8%A7~ 0~  0~  0~   2~  3~ 0~   0~   3~  0~  0~ 0~   8~  4155
si~Kenya~https://si.wikipedia.org/wiki/%E0%B6%9A%E0%B7%99%E0%B6%B1%E0%B7%8A%E0%B6%BA%E0%B7%8F%E0%B7%80~ 0~  0~  0~   3~  1~ 0~   0~   1~  0~  0~ 0~   5~  6168
sk~Kenya~https://sk.wikipedia.org/wiki/Ke%C5%88a~ 0~  0~  1~   2~  1~ 0~   1~   4~  2~  0~ 0~  11~ 17880
sl~Kenya~https://sl.wikipedia.org/wiki/Kenija~ 0~  1~  5~  27~  8~ 0~  25~  88~ 38~  1~ 0~ 193~ 62602
so~Kenya~https://so.wikipedia.org/wiki/Kenya~ 0~  0~  1~   9~ 12~ 0~  17~  19~ 12~  0~ 0~  70~ 16159
es~Kenya~https://es.wikipedia.org/wiki/Kenia~ 0~  5~ 11~  63~ 39~ 0~  24~  51~ 15~  3~ 0~ 211~ 48133
su~Kenya~https://su.wikipedia.org/wiki/K%C3%A9nya~ 0~  0~  0~   7~ 12~ 0~  11~  12~  2~  0~ 0~  44~ 20581
sw~Kenya~https://sw.wikipedia.org/wiki/Kenya~ 0~  0~ 32~  88~ 60~ 0~ 158~ 154~ 48~ 10~ 0~ 550~ 63097
sv~Kenya~https://sv.wikipedia.org/wiki/Kenya~ 0~  0~ 12~  27~ 23~ 1~  18~  26~ 15~  0~ 0~ 122~ 44166
tg~Kenya~https://tg.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BD%D0%B8%D1%8F~ 0~  0~  0~   1~  4~ 0~   3~   2~  2~  0~ 0~  12~  7763
ta~Kenya~https://ta.wikipedia.org/wiki/%E0%AE%95%E0%AF%86%E0%AE%A9%E0%AF%8D%E0%AE%AF%E0%AE%BE~ 0~  0~  0~   1~  0~ 0~   9~   8~  0~  0~ 0~  18~  9822
te~Kenya~https://te.wikipedia.org/wiki/%E0%B0%95%E0%B1%86%E0%B0%A8%E0%B1%8D%E0%B0%AF%E0%B0%BE~ 0~  0~ 10~ 107~ 20~ 0~  50~  42~  4~ 10~ 0~ 243~101400
th~Kenya~https://th.wikipedia.org/wiki/%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B9%80%E0%B8%84%E0%B8%99%E0%B8%A2%E0%B8%B2~ 0~  0~  4~  51~ 50~ 0~  84~  78~  5~  0~ 0~ 272~ 15574
tr~Kenya~https://tr.wikipedia.org/wiki/Kenya~ 1~  0~  6~  47~ 33~ 0~  47~  84~ 25~  0~ 0~ 243~ 64827
uk~Kenya~https://uk.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BD%D1%96%D1%8F~ 0~  0~  5~   9~  1~ 1~  11~  12~  8~  0~ 0~  47~ 31158
ur~Kenya~https://ur.wikipedia.org/wiki/%DA%A9%DB%8C%D9%86%DB%8C%D8%A7~ 0~  0~  0~   2~  5~ 0~   6~   6~  5~  2~ 0~  26~  8516
uz~Kenya~https://uz.wikipedia.org/wiki/Kenya~ 0~  0~  2~  23~ 20~ 0~  22~  26~ 10~  1~ 0~ 104~ 21560
vi~Kenya~https://vi.wikipedia.org/wiki/Kenya~ 0~  0~  5~  73~ 44~ 0~  12~  42~ 15~  3~ 0~ 194~ 26625
cy~Kenya~https://cy.wikipedia.org/wiki/Cenia~ 0~  0~  0~   2~  4~ 0~   2~  11~  5~  0~ 0~  24~  9210
yi~Kenya~https://yi.wikipedia.org/wiki/%D7%A7%D7%A2%D7%A0%D7%99%D7%A2~ 0~  0~  0~   0~  1~ 0~   0~   4~  0~  0~ 0~   5~  6284
yo~Kenya~https://yo.wikipedia.org/wiki/K%E1%BA%B9%CC%81ny%C3%A0~ 0~  0~  3~  19~  7~ 0~   5~  34~  8~  0~ 0~  76~ 10867
zu~Kenya~https://zu.wikipedia.org/wiki/IKhenya~ 0~  0~  1~   0~  0~ 0~   1~   3~  0~  0~ 0~   5~  7235
af~Kingdom of the Netherlands~https://af.wikipedia.org/wiki/Koninkryk_van_die_Nederlande~ 0~  0~  0~   7~ 12~ 0~  28~   9~  8~  0~ 0~  64~ 19685
sq~Kingdom of the Netherlands~https://sq.wikipedia.org/wiki/Mbret%C3%ABria_e_Holand%C3%ABs~ 0~  0~  0~   6~  2~ 0~   9~   7~  2~  0~ 0~  26~  6382
ar~Kingdom of the Netherlands~https://ar.wikipedia.org/wiki/%D9%85%D9%85%D9%84%D9%83%D8%A9_%D9%87%D9%88%D9%84%D9%86%D8%AF%D8%A7~ 0~  0~  1~  23~ 16~ 0~  13~  27~  2~  3~ 0~  85~ 26009
hy~Kingdom of the Netherlands~https://hy.wikipedia.org/wiki/%D5%86%D5%AB%D5%A4%D5%A5%D6%80%D5%AC%D5%A1%D5%B6%D5%A4%D5%B6%D5%A5%D6%80%D5%AB_%D4%B9%D5%A1%D5%A3%D5%A1%D5%BE%D5%B8%D6%80%D5%B8%D6%82%D5%A9%D5%B5%D5%B8%D6%82%D5%B6~ 0~  0~  0~   1~  2~ 0~   2~   3~  1~  0~ 0~   9~  7949
az~Kingdom of the Netherlands~https://az.wikipedia.org/wiki/Niderland_krall%C4%B1%C4%9F%C4%B1~ 0~  0~  0~   2~  2~ 1~   2~   7~  2~  0~ 0~  16~  4699
eu~Kingdom of the Netherlands~https://eu.wikipedia.org/wiki/Herbehereetako_Erresuma~ 0~  0~  1~   1~  4~ 0~   3~   5~  0~  0~ 0~  14~  6873
be~Kingdom of the Netherlands~https://be.wikipedia.org/wiki/%D0%9A%D0%B0%D1%80%D0%B0%D0%BB%D0%B5%D1%9E%D1%81%D1%82%D0%B2%D0%B0_%D0%9D%D1%96%D0%B4%D1%8D%D1%80%D0%BB%D0%B0%D0%BD%D0%B4%D0%B0%D1%9E~ 0~  0~  0~   1~  0~ 0~   0~   3~  0~  0~ 0~   4~  2864
ca~Kingdom of the Netherlands~https://ca.wikipedia.org/wiki/Regne_dels_Pa%C3%AFsos_Baixos~ 0~  0~  0~   1~  9~ 0~   7~   7~  4~  0~ 0~  28~  8997
zh~Kingdom of the Netherlands~https://zh.wikipedia.org/wiki/%E8%8D%B7%E5%85%B0%E7%8E%8B%E5%9B%BD~ 0~  0~  1~  22~ 13~ 0~  47~  30~ 50~  2~ 0~ 165~ 10194
hr~Kingdom of the Netherlands~https://hr.wikipedia.org/wiki/Kraljevina_Nizozemska~ 0~  0~  0~   1~  0~ 0~   2~   3~  4~  0~ 0~  10~  4849
cs~Kingdom of the Netherlands~https://cs.wikipedia.org/wiki/Nizozemsk%C3%A9_kr%C3%A1lovstv%C3%AD~ 0~  0~  0~   3~  2~ 0~   0~   4~  1~  0~ 0~  10~  8433
da~Kingdom of the Netherlands~https://da.wikipedia.org/wiki/Kongeriget_Nederlandene~ 0~  0~  1~   5~  1~ 0~   4~   3~  0~  0~ 0~  14~  5822
nl~Kingdom of the Netherlands~https://nl.wikipedia.org/wiki/Koninkrijk_der_Nederlanden~ 0~  0~  4~  13~  8~ 0~  16~  41~  2~  0~ 0~  84~ 33031
en~Kingdom of the Netherlands~https://en.wikipedia.org/wiki/Kingdom_of_the_Netherlands~ 0~  0~ 20~  28~ 16~ 0~  68~  50~  5~  2~ 0~ 189~ 64529
eo~Kingdom of the Netherlands~https://eo.wikipedia.org/wiki/Re%C4%9Dlando_de_Nederlando~ 0~  0~  0~   0~  0~ 0~   2~   4~  2~  0~ 0~   8~  4364
et~Kingdom of the Netherlands~https://et.wikipedia.org/wiki/Madalmaade_Kuningriik~ 0~  0~  0~   7~ 23~ 0~   7~   9~  5~  0~ 0~  51~ 18275
tl~Kingdom of the Netherlands~https://tl.wikipedia.org/wiki/Kaharian_ng_Netherlands~ 0~  0~  0~   0~  1~ 0~   7~   3~  0~  0~ 0~  11~  7803
fi~Kingdom of the Netherlands~https://fi.wikipedia.org/wiki/Alankomaiden_kuningaskunta~ 0~  0~  0~   2~  2~ 0~   1~   0~  0~  0~ 0~   5~  6621
fr~Kingdom of the Netherlands~https://fr.wikipedia.org/wiki/Pays-Bas~ 0~  1~ 18~ 105~ 52~ 0~  66~ 139~138~  3~ 0~ 522~110419
fy~Kingdom of the Netherlands~https://fy.wikipedia.org/wiki/Keninkryk_fan_de_Nederlannen~ 0~  0~  0~   1~  1~ 0~   1~   5~ 10~  0~ 0~  18~  3317
gl~Kingdom of the Netherlands~https://gl.wikipedia.org/wiki/Reino_dos_Pa%C3%ADses_Baixos~ 0~  0~  0~   1~  2~ 0~  10~  11~  5~  0~ 0~  29~  7903
ka~Kingdom of the Netherlands~https://ka.wikipedia.org/wiki/%E1%83%9C%E1%83%98%E1%83%93%E1%83%94%E1%83%A0%E1%83%9A%E1%83%90%E1%83%9C%E1%83%93%E1%83%94%E1%83%91%E1%83%98%E1%83%A1_%E1%83%A1%E1%83%90%E1%83%9B%E1%83%94%E1%83%A4%E1%83%9D~ 0~  0~  1~   3~  1~ 0~   4~   2~  3~  0~ 0~  14~  7013
de~Kingdom of the Netherlands~https://de.wikipedia.org/wiki/K%C3%B6nigreich_der_Niederlande~ 0~  0~  3~  23~ 39~ 0~  77~ 151~  8~  5~ 0~ 306~ 28720
el~Kingdom of the Netherlands~https://el.wikipedia.org/wiki/%CE%92%CE%B1%CF%83%CE%AF%CE%BB%CE%B5%CE%B9%CE%BF_%CF%84%CF%89%CE%BD_%CE%9A%CE%AC%CF%84%CF%89_%CE%A7%CF%89%CF%81%CF%8E%CE%BD~ 0~  0~  0~   3~  0~ 1~   1~   6~  1~  0~ 0~  12~  7749
is~Kingdom of the Netherlands~https://is.wikipedia.org/wiki/Konungsr%C3%ADki%C3%B0_Holland~ 0~  0~  0~   0~  0~ 0~   0~   0~  0~  0~ 0~   0~  2791
id~Kingdom of the Netherlands~https://id.wikipedia.org/wiki/Kerajaan_Belanda~ 0~  0~  1~  19~  2~ 0~  12~  15~  3~  0~ 0~  52~ 16971
it~Kingdom of the Netherlands~https://it.wikipedia.org/wiki/Regno_dei_Paesi_Bassi~ 0~  0~  2~   5~  5~ 0~  13~   9~  3~  2~ 0~  39~ 20047
ja~Kingdom of the Netherlands~https://ja.wikipedia.org/wiki/%E3%82%AA%E3%83%A9%E3%83%B3%E3%83%80%E7%8E%8B%E5%9B%BD~ 6~  0~  3~  46~ 16~ 0~  37~  46~  6~  7~ 0~ 167~ 23789
jw~Kingdom of the Netherlands~https://jv.wikipedia.org/wiki/Karajan_Walanda~ 0~  0~  0~   0~  3~ 0~   0~   7~  0~  0~ 0~  10~  2646
ko~Kingdom of the Netherlands~https://ko.wikipedia.org/wiki/%EB%84%A4%EB%8D%9C%EB%9E%80%EB%93%9C_%EC%99%95%EA%B5%AD~ 0~  0~  1~   6~  3~ 0~   3~   3~  2~  0~ 0~  18~  6802
la~Kingdom of the Netherlands~https://la.wikipedia.org/wiki/Regnum_Nederlandiae~ 0~  0~ 23~  20~ 20~ 0~  73~  57~ 15~  1~ 0~ 209~ 38141
lv~Kingdom of the Netherlands~https://lv.wikipedia.org/wiki/N%C4%ABderlandes_Karaliste~ 0~  0~  0~   0~  2~ 0~   2~   0~  1~  0~ 0~   5~  4424
ms~Kingdom of the Netherlands~https://ms.wikipedia.org/wiki/Kerajaan_Belanda~ 0~  1~  0~   5~  2~ 0~   8~   9~  0~  0~ 0~  25~  8729
ml~Kingdom of the Netherlands~https://ml.wikipedia.org/wiki/%E0%B4%95%E0%B4%BF%E0%B4%99%E0%B5%8D%E0%B4%A1%E0%B4%82_%E0%B4%93%E0%B4%AB%E0%B5%8D_%E0%B4%A8%E0%B5%86%E0%B4%A4%E0%B5%BC%E0%B4%B2%E0%B4%BE%E0%B4%A8%E0%B5%8D%E0%B4%B1%E0%B5%8D%E0%B4%B8%E0%B5%8D~ 0~  0~  0~   3~  2~ 0~  19~   4~  1~  0~ 0~  29~ 39467
mn~Kingdom of the Netherlands~https://mn.wikipedia.org/wiki/%D0%9D%D0%B8%D0%B4%D0%B5%D1%80%D0%BB%D0%B0%D0%BD%D0%B4%D1%8B%D0%BD_%D0%A5%D0%B0%D0%BD%D1%82_%D0%A3%D0%BB%D1%81~ 0~  0~  0~   6~  8~ 0~  15~  12~  5~  1~ 0~  47~  8942
no~Kingdom of the Netherlands~https://no.wikipedia.org/wiki/Kongeriket_Nederlandene~ 0~  0~ 11~   3~ 11~ 0~  23~  11~  0~  0~ 0~  59~ 19972
fa~Kingdom of the Netherlands~https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%D8%AF%D8%B4%D8%A7%D9%87%DB%8C_%D9%87%D9%84%D9%86%D8%AF~ 0~  0~  2~  12~  5~ 0~   2~   8~  4~  0~ 0~  33~ 15042
pl~Kingdom of the Netherlands~https://pl.wikipedia.org/wiki/Holandia~ 0~  0~  0~  24~  4~ 0~  66~  10~  2~  0~ 0~ 106~ 46765
pt~Kingdom of the Netherlands~https://pt.wikipedia.org/wiki/Reino_dos_Pa%C3%ADses_Baixos~ 0~  0~  1~   1~  9~ 0~  14~   4~  1~  0~ 0~  30~  9713
ro~Kingdom of the Netherlands~https://ro.wikipedia.org/wiki/Regatul_%C8%9A%C4%83rilor_de_Jos~ 0~  0~  0~   1~  2~ 0~   3~   5~  1~  0~ 0~  12~ 12055
ru~Kingdom of the Netherlands~https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D1%81%D1%82%D0%B2%D0%BE_%D0%9D%D0%B8%D0%B4%D0%B5%D1%80%D0%BB%D0%B0%D0%BD%D0%B4%D0%BE%D0%B2~ 0~ 19~  3~  12~  5~ 1~  42~  16~  2~  0~ 0~ 100~ 10140
sr~Kingdom of the Netherlands~https://sr.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%99%D0%B5%D0%B2%D0%B8%D0%BD%D0%B0_%D0%A5%D0%BE%D0%BB%D0%B0%D0%BD%D0%B4%D0%B8%D1%98%D0%B0~ 0~  0~  0~  10~  1~ 0~   4~  12~  0~  0~ 0~  27~  7766
si~Kingdom of the Netherlands~https://si.wikipedia.org/wiki/%E0%B6%B1%E0%B7%99%E0%B6%AF%E0%B6%BB%E0%B7%8A%E0%B6%BD%E0%B6%B1%E0%B7%8A%E0%B6%AD_%E0%B6%BB%E0%B7%8F%E0%B6%A2%E0%B6%B0%E0%B7%8F%E0%B6%B1%E0%B7%92%E0%B6%BA~ 0~  0~  0~   3~  3~ 0~   0~   2~  0~  0~ 0~   8~  8233
sk~Kingdom of the Netherlands~https://sk.wikipedia.org/wiki/Holandsko_(kr%C3%A1%C4%BEovstvo)~ 0~  0~  0~   0~  2~ 0~   0~   0~  0~  0~ 0~   2~  5447
es~Kingdom of the Netherlands~https://es.wikipedia.org/wiki/Reino_de_los_Pa%C3%ADses_Bajos~ 0~  0~  2~  17~ 23~ 0~  20~  19~  1~  0~ 0~  82~ 23921
su~Kingdom of the Netherlands~https://su.wikipedia.org/wiki/Karajaan_Walanda~ 0~  0~  3~   1~  2~ 0~  12~   1~  0~  1~ 0~  20~  4997
sv~Kingdom of the Netherlands~https://sv.wikipedia.org/wiki/Konungariket_Nederl%C3%A4nderna~ 0~  0~  0~   2~  0~ 0~   2~   3~  0~  0~ 0~   7~  4753
tg~Kingdom of the Netherlands~https://tg.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B4%D1%88%D0%BE%D2%B3%D0%B8%D0%B8_%D2%B2%D0%BE%D0%BB%D0%B0%D0%BD%D0%B4~ 0~  0~  0~   1~  4~ 0~   1~   1~  0~  0~ 0~   7~  4067
ta~Kingdom of the Netherlands~https://ta.wikipedia.org/wiki/%E0%AE%A8%E0%AF%86%E0%AE%A4%E0%AE%B0%E0%AF%8D%E0%AE%B2%E0%AE%BE%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AF%81_%E0%AE%87%E0%AE%B0%E0%AE%BE%E0%AE%9A%E0%AF%8D%E0%AE%9A%E0%AE%BF%E0%AE%AF%E0%AE%AE%E0%AF%8D~ 0~  0~  0~   0~  0~ 0~   6~  10~  0~  0~ 0~  16~ 10887
th~Kingdom of the Netherlands~https://th.wikipedia.org/wiki/%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%AD%E0%B8%B2%E0%B8%93%E0%B8%B2%E0%B8%88%E0%B8%B1%E0%B8%81%E0%B8%A3%E0%B9%80%E0%B8%99%E0%B9%80%E0%B8%98%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%81%E0%B8%A5%E0%B8%99%E0%B8%94%E0%B9%8C~ 0~  0~  0~  35~ 46~ 0~  73~  43~  2~  1~ 0~ 200~ 12614
tr~Kingdom of the Netherlands~https://tr.wikipedia.org/wiki/Hollanda_Krall%C4%B1%C4%9F%C4%B1~ 0~  0~  0~   1~  2~ 0~  14~  11~  2~  0~ 0~  30~ 10977
uk~Kingdom of the Netherlands~https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D1%96%D0%B2%D1%81%D1%82%D0%B2%D0%BE_%D0%9D%D1%96%D0%B4%D0%B5%D1%80%D0%BB%D0%B0%D0%BD%D0%B4%D1%96%D0%B2~ 0~  0~  1~   2~  0~ 0~   5~   4~  1~  0~ 0~  13~ 14846
ur~Kingdom of the Netherlands~https://ur.wikipedia.org/wiki/%D9%85%D9%85%D9%84%DA%A9%D8%AA_%D9%86%DB%8C%D8%AF%D8%B1%D9%84%DB%8C%D9%86%DA%88%D8%B2~ 0~  0~  1~   4~  4~ 0~   5~   5~  0~  2~ 0~  21~  7689
vi~Kingdom of the Netherlands~https://vi.wikipedia.org/wiki/V%C6%B0%C6%A1ng_qu%E1%BB%91c_H%C3%A0_Lan~ 0~  0~  2~  12~  1~ 0~   1~   5~  1~  0~ 0~  22~  6486
yo~Kingdom of the Netherlands~https://yo.wikipedia.org/wiki/Il%C3%A9_%E1%BB%8Dba_%C3%A0w%E1%BB%8Dn_N%E1%BA%B9%CC%81d%C3%A1l%C3%A1nd%C3%AC~ 0~  0~  3~  13~  7~ 0~   1~  18~  2~  0~ 0~  44~  5059
af~Kiribati~https://af.wikipedia.org/wiki/Kiribati~ 0~  0~  0~   2~  1~ 0~   7~   4~  3~  0~ 0~  17~  9536
sq~Kiribati~https://sq.wikipedia.org/wiki/Kiribati~ 0~  0~  0~   5~  2~ 0~   1~  12~  2~  0~ 0~  22~  8489
am~Kiribati~https://am.wikipedia.org/wiki/%E1%8A%AA%E1%88%AA%E1%89%A3%E1%88%B5~ 0~  0~  0~   0~  0~ 0~   2~   9~  0~  0~ 0~  11~  4701
ar~Kiribati~https://ar.wikipedia.org/wiki/%D9%83%D9%8A%D8%B1%D9%8A%D8%A8%D8%A7%D8%AA%D9%8A~ 0~  0~  3~  26~ 21~ 0~  28~  58~ 11~  3~ 0~ 150~ 54459
hy~Kiribati~https://hy.wikipedia.org/wiki/%D4%BF%D5%AB%D6%80%D5%AB%D5%A2%D5%A1%D5%BF%D5%AB~ 0~  0~  0~   1~  2~ 0~   4~   5~  7~  0~ 0~  19~  8009
az~Kiribati~https://az.wikipedia.org/wiki/Kiribati~ 0~  0~  1~   2~  2~ 1~   3~  11~  4~  0~ 0~  24~  6613
eu~Kiribati~https://eu.wikipedia.org/wiki/Kiribati~ 0~  0~  3~  10~ 15~ 0~  11~  11~  4~  1~ 0~  55~ 18364
be~Kiribati~https://be.wikipedia.org/wiki/%D0%9A%D1%96%D1%80%D1%8B%D0%B1%D0%B0%D1%86%D1%96~ 0~  0~  0~   1~  0~ 0~   2~   5~  0~  0~ 0~   8~  9696
bn~Kiribati~https://bn.wikipedia.org/wiki/%E0%A6%95%E0%A6%BF%E0%A6%B0%E0%A6%BF%E0%A6%AC%E0%A6%BE%E0%A6%B8~ 0~  0~  1~   0~  7~ 0~   4~   2~  4~  0~ 0~  18~  9915
bs~Kiribati~https://bs.wikipedia.org/wiki/Kiribati~ 0~  0~  0~   2~  1~ 0~   2~   6~  1~  0~ 0~  12~  8547
bg~Kiribati~https://bg.wikipedia.org/wiki/%D0%9A%D0%B8%D1%80%D0%B8%D0%B1%D0%B0%D1%82%D0%B8~ 0~  0~  0~   2~  2~ 0~   8~  10~  0~  0~ 0~  22~ 12377
ca~Kiribati~https://ca.wikipedia.org/wiki/Kiribati~ 0~  0~  0~   8~ 19~ 0~   6~  14~  9~  0~ 0~  56~ 16313
ceb~Kiribati~https://ceb.wikipedia.org/wiki/Kiribati~ 0~  0~  0~   1~  0~ 0~   0~   2~  0~  0~ 0~   3~  4403
zh~Kiribati~https://zh.wikipedia.org/wiki/%E5%9F%BA%E9%87%8C%E5%B7%B4%E6%96%AF~ 0~  0~  3~  22~ 28~ 0~  66~  38~ 56~  6~ 0~ 219~ 14861
zh-TW~Kiribati~https://zh-classical.wikipedia.org/wiki/%E5%90%89%E9%87%8C%E5%B7%B4%E6%96%AF~ 0~  0~  0~   0~  0~ 0~   0~   0~  0~  0~ 0~   0~  3313
co~Kiribati~https://co.wikipedia.org/wiki/Kiribati~ 0~  0~  0~   3~  2~ 0~   1~   5~  0~  0~ 0~  11~  4405
hr~Kiribati~https://hr.wikipedia.org/wiki/Kiribati~ 0~  0~  0~   6~  0~ 0~   0~  11~  6~  0~ 0~  23~ 13431
cs~Kiribati~https://cs.wikipedia.org/wiki/Kiribati~ 0~  0~  0~   3~  4~ 0~   1~   4~  6~  1~ 0~  19~ 19600
da~Kiribati~https://da.wikipedia.org/wiki/Kiribati~ 0~  0~  2~   9~ 10~ 0~   8~   8~  3~  0~ 0~  40~ 22199
nl~Kiribati~https://nl.wikipedia.org/wiki/Kiribati~ 0~  0~  2~   8~  7~ 0~   6~  14~  3~  1~ 0~  41~ 14980
en~Kiribati~https://en.wikipedia.org/wiki/Kiribati~ 0~  0~ 19~  77~ 70~ 0~ 117~  96~ 25~  2~ 0~ 406~ 99901
eo~Kiribati~https://eo.wikipedia.org/wiki/Kiribato~ 0~  0~  0~   0~  2~ 0~   3~  15~  9~  0~ 0~  29~  9316
et~Kiribati~https://et.wikipedia.org/wiki/Kiribati~ 0~  0~  0~   1~  2~ 0~   4~   2~  6~  1~ 0~  16~ 18038
tl~Kiribati~https://tl.wikipedia.org/wiki/Kiribati~ 0~  0~  0~   0~  1~ 0~   5~   3~  0~  1~ 0~  10~  5856
fi~Kiribati~https://fi.wikipedia.org/wiki/Kiribati~ 0~  0~  4~   8~ 13~ 0~   7~   2~  5~  0~ 0~  39~ 21940
fr~Kiribati~https://fr.wikipedia.org/wiki/Kiribati~ 0~  0~  6~  28~ 18~ 0~  19~  44~ 48~  0~ 0~ 163~ 53054
fy~Kiribati~https://fy.wikipedia.org/wiki/Kiribaty~ 0~  0~  1~   5~  3~ 0~   5~  21~ 25~  0~ 0~  60~  7765
gl~Kiribati~https://gl.wikipedia.org/wiki/Kiribati~ 0~  0~  1~  11~ 21~ 0~  12~  28~ 30~  0~ 0~ 103~ 26240
ka~Kiribati~https://ka.wikipedia.org/wiki/%E1%83%99%E1%83%98%E1%83%A0%E1%83%98%E1%83%91%E1%83%90%E1%83%A2%E1%83%98~ 0~  0~  6~  59~ 46~ 0~  89~  45~ 44~ 12~ 0~ 301~ 78054
de~Kiribati~https://de.wikipedia.org/wiki/Kiribati~ 0~  0~  8~  51~ 39~ 0~ 104~  81~ 27~  9~ 0~ 319~ 46411
el~Kiribati~https://el.wikipedia.org/wiki/%CE%9A%CE%B9%CF%81%CE%B9%CE%BC%CF%80%CE%AC%CF%84%CE%B9~ 0~  0~  1~   8~  6~ 1~   3~  13~  6~  0~ 0~  38~ 29364
ht~Kiribati~https://ht.wikipedia.org/wiki/Kirib%C3%A8s~ 0~  0~  1~   5~  1~ 0~   7~   1~  3~  0~ 0~  18~  4813
ha~Kiribati~https://ha.wikipedia.org/wiki/Kiribati~ 0~  0~  0~   9~  9~ 0~  29~   6~  2~  0~ 0~  55~  5908
haw~Kiribati~https://haw.wikipedia.org/wiki/Kilipaki~ 0~  0~  0~  10~  7~ 0~   2~  17~  1~  0~ 0~  37~  3930
hi~Kiribati~https://hi.wikipedia.org/wiki/%E0%A4%95%E0%A4%BF%E0%A4%B0%E0%A4%BF%E0%A4%AC%E0%A4%BE%E0%A4%A4%E0%A5%80~ 0~  0~  0~   4~  2~ 0~   2~   4~  0~  1~ 0~  13~  5864
hu~Kiribati~https://hu.wikipedia.org/wiki/Kiribati~ 0~  0~  7~   1~ 12~ 0~  20~   8~  2~  0~ 0~  50~ 21587
is~Kiribati~https://is.wikipedia.org/wiki/K%C3%ADribat%C3%AD~ 0~  0~  0~   0~  0~ 0~   0~   0~  0~  0~ 0~   0~ 10707
id~Kiribati~https://id.wikipedia.org/wiki/Kiribati~ 0~  0~  0~  24~  8~ 0~  21~  14~ 10~  0~ 0~  77~ 18888
ga~Kiribati~https://ga.wikipedia.org/wiki/Cireabait%C3%AD~ 0~  0~  0~   3~  0~ 0~   6~   6~  0~  0~ 0~  15~  6770
it~Kiribati~https://it.wikipedia.org/wiki/Kiribati~ 0~  0~  1~  23~ 16~ 0~  23~  23~  6~  1~ 0~  93~ 31493
ja~Kiribati~https://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%AA%E3%83%90%E3%82%B9~ 0~  0~  3~  39~  5~ 0~  18~  51~ 16~  3~ 0~ 135~ 13370
