"loc","lon","lat","MATCHUP","MATCHUP.1","TIME","TV","tickets","Date","dt","rk","id"
"Acrisure Stadium, Pittsburgh, PA",-80.0157603,40.4467648,"Wofford","@  Pittsburgh","3:30 PM","","Tickets as low as $25","Saturday, September 2, 2023","2023-09-02",4,109
"Acrisure Stadium, Pittsburgh, PA",-80.0157603,40.4467648,"Cincinnati","@  Pittsburgh","TBD","","Tickets as low as $54","Saturday, September 9, 2023","2023-09-09",9,109
"Acrisure Stadium, Pittsburgh, PA",-80.0157603,40.4467648,"Florida State","@  Pittsburgh","TBD","","Tickets as low as $53","Saturday, November 4, 2023","2023-11-04",42,109
"Acrisure Stadium, Pittsburgh, PA",-80.0157603,40.4467648,"Louisville","@  Pittsburgh","TBD","","Tickets as low as $31","Saturday, October 14, 2023","2023-10-14",27,109
"Acrisure Stadium, Pittsburgh, PA",-80.0157603,40.4467648,"Boston College","@  Pittsburgh","7:00 PM",NA,"Tickets as low as $22","Thursday, November 16, 2023","2023-11-16",50,109
"Acrisure Stadium, Pittsburgh, PA",-80.0157603,40.4467648,"North Carolina","@  Pittsburgh","TBD","","Tickets as low as $36","Saturday, September 23, 2023","2023-09-23",15,109
"Aggie Memorial Stadium, Las Cruces, NM",-106.7417131,32.2794855,"Middle Tennessee","@  New Mexico State","TBD","","Tickets as low as $40","Saturday, November 4, 2023","2023-11-04",42,28
"Aggie Memorial Stadium, Las Cruces, NM",-106.7417131,32.2794855,"Western Illinois","@  New Mexico State","9:00 PM","","","Saturday, September 2, 2023","2023-09-02",4,28
"Aggie Memorial Stadium, Las Cruces, NM",-106.7417131,32.2794855,"Sam Houston","@  New Mexico State","9:00 PM","CBSSN","Tickets as low as $40","Wednesday, October 11, 2023","2023-10-11",24,28
"Aggie Memorial Stadium, Las Cruces, NM",-106.7417131,32.2794855,"UMass","@  New Mexico State","7:00 PM","","","Saturday, August 26, 2023","2023-08-26",1,28
"Aggie Memorial Stadium, Las Cruces, NM",-106.7417131,32.2794855,"Jacksonville State","@  New Mexico State","TBD","","Tickets as low as $40","Saturday, November 25, 2023","2023-11-25",56,28
"Aggie Memorial Stadium, Las Cruces, NM",-106.7417131,32.2794855,"Florida International","@  New Mexico State","9:00 PM","CBSSN","Tickets as low as $40","Wednesday, October 4, 2023","2023-10-04",19,28
"Alamodome, San Antonio, TX",-98.4788143,29.4169834,"South Florida","@  UTSA","9:00 PM","","Tickets as low as $30","Friday, November 17, 2023","2023-11-17",51,8
"Alamodome, San Antonio, TX",-98.4788143,29.4169834,"East Carolina","@  UTSA","TBD","","Tickets as low as $28","Saturday, October 28, 2023","2023-10-28",37,8
"Alamodome, San Antonio, TX",-98.4788143,29.4169834,"UAB","@  UTSA","TBD","","Tickets as low as $29","Saturday, October 14, 2023","2023-10-14",27,8
"Alamodome, San Antonio, TX",-98.4788143,29.4169834,"Army","@  UTSA","7:00 PM","","Tickets as low as $46","Friday, September 15, 2023","2023-09-15",11,8
"Alamodome, San Antonio, TX",-98.4788143,29.4169834,"Texas State","@  UTSA","3:30 PM","","Tickets as low as $28","Saturday, September 9, 2023","2023-09-09",9,8
"Alamodome, San Antonio, TX",-98.4788143,29.4169834,"Rice","@  UTSA","TBD","","Tickets as low as $27","Saturday, November 11, 2023","2023-11-11",47,8
"Albertsons Stadium, Boise, ID",-116.1958658,43.6028444,"New Mexico","@  Boise State","TBD","","Tickets as low as $33","Saturday, November 11, 2023","2023-11-11",47,142
"Albertsons Stadium, Boise, ID",-116.1958658,43.6028444,"Wyoming","@  Boise State","TBD","","Tickets as low as $39","Saturday, October 28, 2023","2023-10-28",37,142
"Albertsons Stadium, Boise, ID",-116.1958658,43.6028444,"UCF","@  Boise State","7:00 PM","FS1","Tickets as low as $71","Saturday, September 9, 2023","2023-09-09",9,142
"Albertsons Stadium, Boise, ID",-116.1958658,43.6028444,"North Dakota","@  Boise State","12:00 PM","FS1","Tickets as low as $31","Saturday, September 16, 2023","2023-09-16",12,142
"Albertsons Stadium, Boise, ID",-116.1958658,43.6028444,"Air Force","@  Boise State","4:00 PM","FS1","Tickets as low as $37","Friday, November 24, 2023","2023-11-24",55,142
"Albertsons Stadium, Boise, ID",-116.1958658,43.6028444,"San José State","@  Boise State","8:00 PM","CBSSN","Tickets as low as $31","Saturday, October 7, 2023","2023-10-07",22,142
"Allegiant Stadium, Las Vegas, NV",-115.1833222,36.0908665,"Wyoming","@  UNLV","10:45 PM","FS1","","Friday, November 10, 2023","2023-11-10",46,67
"Allegiant Stadium, Las Vegas, NV",-115.1833222,36.0908665,"San José State","@  UNLV","TBD","","","Saturday, November 25, 2023","2023-11-25",56,67
"Allegiant Stadium, Las Vegas, NV",-115.1833222,36.0908665,"Hawai'i","@  UNLV","TBD","","","Saturday, September 30, 2023","2023-09-30",18,67
"Allegiant Stadium, Las Vegas, NV",-115.1833222,36.0908665,"TBD","@  TBD","8:00 PM","",NA,"Friday, December 1, 2023","2023-12-01",57,67
"Allegiant Stadium, Las Vegas, NV",-115.1833222,36.0908665,"Vanderbilt","@  UNLV","7:00 PM","CBSSN","Tickets as low as $65","Saturday, September 16, 2023","2023-09-16",12,67
"Allegiant Stadium, Las Vegas, NV",-115.1833222,36.0908665,"Bryant","@  UNLV","TBD","","","Saturday, September 2, 2023","2023-09-02",4,67
"Allegiant Stadium, Las Vegas, NV",-115.1833222,36.0908665,"Colorado State","@  UNLV","TBD","","","Saturday, October 21, 2023","2023-10-21",32,67
"Allen E. Paulson Stadium, Statesboro, GA",-81.7831353,32.4121952,"UL Monroe","@  Georgia Southern","TBD","","Tickets as low as $25","Saturday, October 21, 2023","2023-10-21",32,29
"Allen E. Paulson Stadium, Statesboro, GA",-81.7831353,32.4121952,"UAB","@  Georgia Southern","6:00 PM","","Tickets as low as $19","Saturday, September 9, 2023","2023-09-09",9,29
"Allen E. Paulson Stadium, Statesboro, GA",-81.7831353,32.4121952,"Old Dominion","@  Georgia Southern","TBD","","Tickets as low as $20","Saturday, November 18, 2023","2023-11-18",52,29
"Allen E. Paulson Stadium, Statesboro, GA",-81.7831353,32.4121952,"Coastal Carolina","@  Georgia Southern","TBD","","Tickets as low as $22","Saturday, September 30, 2023","2023-09-30",18,29
"Allen E. Paulson Stadium, Statesboro, GA",-81.7831353,32.4121952,"Georgia State","@  Georgia Southern","7:30 PM",NA,"Tickets as low as $35","Thursday, October 26, 2023","2023-10-26",35,29
"Allen E. Paulson Stadium, Statesboro, GA",-81.7831353,32.4121952,"The Citadel","@  Georgia Southern","6:00 PM","","Tickets as low as $22","Saturday, September 2, 2023","2023-09-02",4,29
"Alumni Stadium (Chestnut Hill, MA), Chestnut Hill, MA",-71.1664682,42.3351281,"Miami","@  Boston College","12:00 PM","","Tickets as low as $33","Friday, November 24, 2023","2023-11-24",55,134
"Alumni Stadium (Chestnut Hill, MA), Chestnut Hill, MA",-71.1664682,42.3351281,"Virginia","@  Boston College","TBD","","Tickets as low as $16","Saturday, September 30, 2023","2023-09-30",18,134
"Alumni Stadium (Chestnut Hill, MA), Chestnut Hill, MA",-71.1664682,42.3351281,"UConn","@  Boston College","TBD","","Tickets as low as $14","Saturday, October 28, 2023","2023-10-28",37,134
"Alumni Stadium (Chestnut Hill, MA), Chestnut Hill, MA",-71.1664682,42.3351281,"Northern Illinois","@  Boston College","12:00 PM","","Tickets as low as $15","Saturday, September 2, 2023","2023-09-02",4,134
"Alumni Stadium (Chestnut Hill, MA), Chestnut Hill, MA",-71.1664682,42.3351281,"Florida State","@  Boston College","12:00 PM","","Tickets as low as $48","Saturday, September 16, 2023","2023-09-16",12,134
"Alumni Stadium (Chestnut Hill, MA), Chestnut Hill, MA",-71.1664682,42.3351281,"Virginia Tech","@  Boston College","TBD","","Tickets as low as $26","Saturday, November 11, 2023","2023-11-11",47,134
"Alumni Stadium (Chestnut Hill, MA), Chestnut Hill, MA",-71.1664682,42.3351281,"Holy Cross","@  Boston College","12:00 PM","","Tickets as low as $15","Saturday, September 9, 2023","2023-09-09",9,134
"Amon G. Carter Stadium, Fort Worth, TX",-97.3673559,32.7096451,"Colorado","@  TCU","12:00 PM","FOX","Tickets as low as $179","Saturday, September 2, 2023","2023-09-02",4,33
"Amon G. Carter Stadium, Fort Worth, TX",-97.3673559,32.7096451,"Baylor","@  TCU","TBD","","Tickets as low as $60","Saturday, November 18, 2023","2023-11-18",52,33
"Amon G. Carter Stadium, Fort Worth, TX",-97.3673559,32.7096451,"Texas","@  TCU","TBD","","Tickets as low as $112","Saturday, November 11, 2023","2023-11-11",47,33
"Amon G. Carter Stadium, Fort Worth, TX",-97.3673559,32.7096451,"BYU","@  TCU","TBD","","Tickets as low as $57","Saturday, October 14, 2023","2023-10-14",27,33
"Amon G. Carter Stadium, Fort Worth, TX",-97.3673559,32.7096451,"West Virginia","@  TCU","TBD","","Tickets as low as $42","Saturday, September 30, 2023","2023-09-30",18,33
"Amon G. Carter Stadium, Fort Worth, TX",-97.3673559,32.7096451,"SMU","@  TCU","TBD","","Tickets as low as $60","Saturday, September 23, 2023","2023-09-23",15,33
"Amon G. Carter Stadium, Fort Worth, TX",-97.3673559,32.7096451,"Nicholls","@  TCU","8:00 PM","BIG12|ESPN+","Tickets as low as $16","Saturday, September 9, 2023","2023-09-09",9,33
"Apogee Stadium, Denton, TX",-97.1592403,33.2039355,"Temple","@  North Texas","TBD","","Tickets as low as $17","Saturday, October 14, 2023","2023-10-14",27,37
"Apogee Stadium, Denton, TX",-97.1592403,33.2039355,"Memphis","@  North Texas","TBD","","Tickets as low as $22","Saturday, October 28, 2023","2023-10-28",37,37
"Apogee Stadium, Denton, TX",-97.1592403,33.2039355,"UAB","@  North Texas","TBD","","Tickets as low as $17","Saturday, November 25, 2023","2023-11-25",56,37
"Apogee Stadium, Denton, TX",-97.1592403,33.2039355,"Abilene Christian","@  North Texas","TBD","","Tickets as low as $22","Saturday, September 30, 2023","2023-09-30",18,37
"Apogee Stadium, Denton, TX",-97.1592403,33.2039355,"California","@  North Texas","4:00 PM","","Tickets as low as $31","Saturday, September 2, 2023","2023-09-02",4,37
"Apogee Stadium, Denton, TX",-97.1592403,33.2039355,"UTSA","@  North Texas","TBD","","Tickets as low as $31","Saturday, November 4, 2023","2023-11-04",42,37
"Arizona Stadium, Tucson, AZ",-110.948844,32.2288391,"UCLA","@  Arizona","TBD","","Tickets as low as $23","Saturday, November 4, 2023","2023-11-04",42,27
"Arizona Stadium, Tucson, AZ",-110.948844,32.2288391,"Northern Arizona","@  Arizona","10:00 PM","PAC12","Tickets as low as $10","Saturday, September 2, 2023","2023-09-02",4,27
"Arizona Stadium, Tucson, AZ",-110.948844,32.2288391,"UTEP","@  Arizona","11:00 PM","PAC12","Tickets as low as $13","Saturday, September 16, 2023","2023-09-16",12,27
"Arizona Stadium, Tucson, AZ",-110.948844,32.2288391,"Utah","@  Arizona","TBD","","Tickets as low as $17","Saturday, November 18, 2023","2023-11-18",52,27
"Arizona Stadium, Tucson, AZ",-110.948844,32.2288391,"Washington","@  Arizona","TBD","","Tickets as low as $21","Saturday, September 30, 2023","2023-09-30",18,27
"Arizona Stadium, Tucson, AZ",-110.948844,32.2288391,"Oregon State","@  Arizona","TBD","","Tickets as low as $15","Saturday, October 28, 2023","2023-10-28",37,27
"ATT Stadium, Arlington, TX",-97.0934165,32.7479966,"Texas A&M","@  Arkansas","TBD","","Tickets as low as $113","Saturday, September 30, 2023","2023-09-30",18,149
"ATT Stadium, Arlington, TX",-97.0934165,32.7479966,"TBD","@  TBD","12:00 PM","",NA,"Saturday, December 2, 2023","2023-12-02",58,149
"Autzen Stadium, Eugene, OR",-123.0684924,44.0582608,"Colorado","@  Oregon","TBD","","Tickets as low as $48","Saturday, September 23, 2023","2023-09-23",15,143
"Autzen Stadium, Eugene, OR",-123.0684924,44.0582608,"Hawai'i","@  Oregon","8:00 PM","PAC12","Tickets as low as $7","Saturday, September 16, 2023","2023-09-16",12,143
"Autzen Stadium, Eugene, OR",-123.0684924,44.0582608,"Oregon State","@  Oregon","8:30 PM","FOX","Tickets as low as $47","Friday, November 24, 2023","2023-11-24",55,143
"Autzen Stadium, Eugene, OR",-123.0684924,44.0582608,"Washington State","@  Oregon","TBD","","Tickets as low as $25","Saturday, October 21, 2023","2023-10-21",32,143
"Autzen Stadium, Eugene, OR",-123.0684924,44.0582608,"California","@  Oregon","TBD","","Tickets as low as $13","Saturday, November 4, 2023","2023-11-04",42,143
"Autzen Stadium, Eugene, OR",-123.0684924,44.0582608,"Portland State","@  Oregon","3:00 PM","PAC12","Tickets as low as $8","Saturday, September 2, 2023","2023-09-02",4,143
"Autzen Stadium, Eugene, OR",-123.0684924,44.0582608,"USC","@  Oregon","TBD","","Tickets as low as $86","Saturday, November 11, 2023","2023-11-11",47,143
"Aviva Stadium, Dublin",-6.228457,53.3352318,"Navy","@  Notre Dame","2:30 PM","NBC","Tickets as low as $634","Saturday, August 26, 2023","2023-08-26",1,148
"Bank of America Stadium, Charlotte, NC",-80.852965,35.2257795,"North Carolina","@  South Carolina","7:30 PM","","Tickets as low as $87","Saturday, September 2, 2023","2023-09-02",4,57
"Bank of America Stadium, Charlotte, NC",-80.852965,35.2257795,"TBD","@  TBD","8:00 PM","",NA,"Saturday, December 2, 2023","2023-12-02",58,57
"Beaver Stadium, University Park, PA",-77.8550395,40.8113202,"Indiana","@  Penn State","TBD","","Tickets as low as $41","Saturday, October 28, 2023","2023-10-28",37,114
"Beaver Stadium, University Park, PA",-77.8550395,40.8113202,"Rutgers","@  Penn State","TBD","","Tickets as low as $30","Saturday, November 18, 2023","2023-11-18",52,114
"Beaver Stadium, University Park, PA",-77.8550395,40.8113202,"Iowa","@  Penn State","7:30 PM","CBS","Tickets as low as $159","Saturday, September 23, 2023","2023-09-23",15,114
"Beaver Stadium, University Park, PA",-77.8550395,40.8113202,"Michigan","@  Penn State","12:00 PM","FOX","Tickets as low as $150","Saturday, November 11, 2023","2023-11-11",47,114
"Beaver Stadium, University Park, PA",-77.8550395,40.8113202,"Delaware","@  Penn State","12:00 PM","Peacock","Tickets as low as $28","Saturday, September 9, 2023","2023-09-09",9,114
"Beaver Stadium, University Park, PA",-77.8550395,40.8113202,"UMass","@  Penn State","TBD","","Tickets as low as $27","Saturday, October 14, 2023","2023-10-14",27,114
"Beaver Stadium, University Park, PA",-77.8550395,40.8113202,"West Virginia","@  Penn State","7:30 PM","NBC","Tickets as low as $144","Saturday, September 2, 2023","2023-09-02",4,114
"Ben Hill Griffin Stadium, Gainesville, FL",-82.3486816,29.6499413,"McNeese","@  Florida","7:30 PM","","Tickets as low as $27","Saturday, September 9, 2023","2023-09-09",9,9
"Ben Hill Griffin Stadium, Gainesville, FL",-82.3486816,29.6499413,"Florida State","@  Florida","TBD","","Tickets as low as $124","Saturday, November 25, 2023","2023-11-25",56,9
"Ben Hill Griffin Stadium, Gainesville, FL",-82.3486816,29.6499413,"Arkansas","@  Florida","TBD","","Tickets as low as $75","Saturday, November 4, 2023","2023-11-04",42,9
"Ben Hill Griffin Stadium, Gainesville, FL",-82.3486816,29.6499413,"Tennessee","@  Florida","7:00 PM","","Tickets as low as $145","Saturday, September 16, 2023","2023-09-16",12,9
"Ben Hill Griffin Stadium, Gainesville, FL",-82.3486816,29.6499413,"Charlotte","@  Florida","7:00 PM","","Tickets as low as $27","Saturday, September 23, 2023","2023-09-23",15,9
"Ben Hill Griffin Stadium, Gainesville, FL",-82.3486816,29.6499413,"Vanderbilt","@  Florida","TBD","","Tickets as low as $51","Saturday, October 7, 2023","2023-10-07",22,9
"Bill Snyder Family Stadium, Manhattan, KS",-96.5938552,39.2020041,"UCF","@  Kansas State","TBD","","Tickets as low as $33","Saturday, September 23, 2023","2023-09-23",15,95
"Bill Snyder Family Stadium, Manhattan, KS",-96.5938552,39.2020041,"Troy","@  Kansas State","12:00 PM","FS1","Tickets as low as $22","Saturday, September 9, 2023","2023-09-09",9,95
"Bill Snyder Family Stadium, Manhattan, KS",-96.5938552,39.2020041,"TCU","@  Kansas State","TBD","","Tickets as low as $39","Saturday, October 21, 2023","2023-10-21",32,95
"Bill Snyder Family Stadium, Manhattan, KS",-96.5938552,39.2020041,"Houston","@  Kansas State","TBD","","Tickets as low as $31","Saturday, October 28, 2023","2023-10-28",37,95
"Bill Snyder Family Stadium, Manhattan, KS",-96.5938552,39.2020041,"Baylor","@  Kansas State","TBD","","Tickets as low as $31","Saturday, November 11, 2023","2023-11-11",47,95
"Bill Snyder Family Stadium, Manhattan, KS",-96.5938552,39.2020041,"Southeast Missouri State","@  Kansas State","7:00 PM","BIG12|ESPN+","Tickets as low as $22","Saturday, September 2, 2023","2023-09-02",4,95
"Bill Snyder Family Stadium, Manhattan, KS",-96.5938552,39.2020041,"Iowa State","@  Kansas State","TBD","","Tickets as low as $31","Saturday, November 25, 2023","2023-11-25",56,95
"Bobby Dodd Stadium, Atlanta, GA",-84.3932535,33.7725939,"Syracuse","@  Georgia Tech","TBD","","Tickets as low as $33","Saturday, November 18, 2023","2023-11-18",52,44
"Bobby Dodd Stadium, Atlanta, GA",-84.3932535,33.7725939,"South Carolina State","@  Georgia Tech","1:00 PM","","Tickets as low as $26","Saturday, September 9, 2023","2023-09-09",9,44
"Bobby Dodd Stadium, Atlanta, GA",-84.3932535,33.7725939,"Boston College","@  Georgia Tech","TBD","","Tickets as low as $36","Saturday, October 21, 2023","2023-10-21",32,44
"Bobby Dodd Stadium, Atlanta, GA",-84.3932535,33.7725939,"Georgia","@  Georgia Tech","TBD","","Tickets as low as $116","Saturday, November 25, 2023","2023-11-25",56,44
"Bobby Dodd Stadium, Atlanta, GA",-84.3932535,33.7725939,"North Carolina","@  Georgia Tech","TBD","","Tickets as low as $47","Saturday, October 28, 2023","2023-10-28",37,44
"Bobby Dodd Stadium, Atlanta, GA",-84.3932535,33.7725939,"Bowling Green","@  Georgia Tech","TBD","","Tickets as low as $29","Saturday, September 30, 2023","2023-09-30",18,44
"Bobcat Stadium (TX), San Marcos, TX",-97.9255484,29.8910195,"Jackson State","@  Texas State","7:00 PM","","Tickets as low as $24","Saturday, September 16, 2023","2023-09-16",12,13
"Bobcat Stadium (TX), San Marcos, TX",-97.9255484,29.8910195,"Troy","@  Texas State","TBD","","Tickets as low as $24","Saturday, October 28, 2023","2023-10-28",37,13
"Bobcat Stadium (TX), San Marcos, TX",-97.9255484,29.8910195,"UL Monroe","@  Texas State","TBD","","Tickets as low as $25","Saturday, October 14, 2023","2023-10-14",27,13
"Bobcat Stadium (TX), San Marcos, TX",-97.9255484,29.8910195,"Georgia Southern","@  Texas State","TBD","","Tickets as low as $24","Saturday, November 4, 2023","2023-11-04",42,13
"Bobcat Stadium (TX), San Marcos, TX",-97.9255484,29.8910195,"South Alabama","@  Texas State","TBD","","Tickets as low as $24","Saturday, November 25, 2023","2023-11-25",56,13
"Bobcat Stadium (TX), San Marcos, TX",-97.9255484,29.8910195,"Nevada","@  Texas State","TBD","","Tickets as low as $24","Saturday, September 23, 2023","2023-09-23",15,13
"Boone Pickens Stadium, Stillwater, OK",-97.066489,36.1256372,"South Alabama","@  Oklahoma State","7:00 PM","BIG12|ESPN+","Tickets as low as $21","Saturday, September 16, 2023","2023-09-16",12,68
"Boone Pickens Stadium, Stillwater, OK",-97.066489,36.1256372,"Central Arkansas","@  Oklahoma State","7:00 PM","BIG12|ESPN+","Tickets as low as $18","Saturday, September 2, 2023","2023-09-02",4,68
"Boone Pickens Stadium, Stillwater, OK",-97.066489,36.1256372,"BYU","@  Oklahoma State","TBD","","Tickets as low as $55","Saturday, November 25, 2023","2023-11-25",56,68
"Boone Pickens Stadium, Stillwater, OK",-97.066489,36.1256372,"Kansas State","@  Oklahoma State","7:30 PM",NA,"Tickets as low as $57","Friday, October 6, 2023","2023-10-06",21,68
"Boone Pickens Stadium, Stillwater, OK",-97.066489,36.1256372,"Oklahoma","@  Oklahoma State","TBD","","Tickets as low as $213","Saturday, November 4, 2023","2023-11-04",42,68
"Boone Pickens Stadium, Stillwater, OK",-97.066489,36.1256372,"Cincinnati","@  Oklahoma State","TBD","","Tickets as low as $77","Saturday, October 28, 2023","2023-10-28",37,68
"Boone Pickens Stadium, Stillwater, OK",-97.066489,36.1256372,"Kansas","@  Oklahoma State","TBD","","Tickets as low as $42","Saturday, October 14, 2023","2023-10-14",27,68
"Bridgeforth Stadium/Zane Showker Field, Harrisonburg, VA",-78.8729086,38.4352952,"Appalachian State","@  James Madison","TBD","","Tickets as low as $83","Saturday, November 18, 2023","2023-11-18",52,86
"Bridgeforth Stadium/Zane Showker Field, Harrisonburg, VA",-78.8729086,38.4352952,"Georgia Southern","@  James Madison","TBD","","Tickets as low as $62","Saturday, October 14, 2023","2023-10-14",27,86
"Bridgeforth Stadium/Zane Showker Field, Harrisonburg, VA",-78.8729086,38.4352952,"UConn","@  James Madison","TBD","","Tickets as low as $70","Saturday, November 11, 2023","2023-11-11",47,86
"Bridgeforth Stadium/Zane Showker Field, Harrisonburg, VA",-78.8729086,38.4352952,"Old Dominion","@  James Madison","TBD","","Tickets as low as $111","Saturday, October 28, 2023","2023-10-28",37,86
"Bridgeforth Stadium/Zane Showker Field, Harrisonburg, VA",-78.8729086,38.4352952,"South Alabama","@  James Madison","TBD","","Tickets as low as $111","Saturday, September 30, 2023","2023-09-30",18,86
"Bridgeforth Stadium/Zane Showker Field, Harrisonburg, VA",-78.8729086,38.4352952,"Bucknell","@  James Madison","6:00 PM","","Tickets as low as $70","Saturday, September 2, 2023","2023-09-02",4,86
"Brooks Stadium (SC), Conway, SC",-79.0174575,33.7928031,"Texas State","@  Coastal Carolina","TBD","","Tickets as low as $23","Saturday, November 11, 2023","2023-11-11",47,45
"Brooks Stadium (SC), Conway, SC",-79.0174575,33.7928031,"Duquesne","@  Coastal Carolina","7:00 PM","","Tickets as low as $39","Saturday, September 16, 2023","2023-09-16",12,45
"Brooks Stadium (SC), Conway, SC",-79.0174575,33.7928031,"Jacksonville State","@  Coastal Carolina","7:00 PM","","Tickets as low as $23","Saturday, September 9, 2023","2023-09-09",9,45
"Brooks Stadium (SC), Conway, SC",-79.0174575,33.7928031,"Georgia State","@  Coastal Carolina","7:30 PM",NA,"Tickets as low as $31","Thursday, September 21, 2023","2023-09-21",13,45
"Brooks Stadium (SC), Conway, SC",-79.0174575,33.7928031,"Marshall","@  Coastal Carolina","TBD","","Tickets as low as $27","Saturday, October 28, 2023","2023-10-28",37,45
"Brooks Stadium (SC), Conway, SC",-79.0174575,33.7928031,"James Madison","@  Coastal Carolina","TBD","","Tickets as low as $39","Saturday, November 25, 2023","2023-11-25",56,45
"Bryant-Denny Stadium, Tuscaloosa, AL",-87.5503836,33.2082752,"Middle Tennessee","@  Alabama","7:30 PM","","Tickets as low as $22","Saturday, September 2, 2023","2023-09-02",4,38
"Bryant-Denny Stadium, Tuscaloosa, AL",-87.5503836,33.2082752,"Arkansas","@  Alabama","TBD","","Tickets as low as $70","Saturday, October 14, 2023","2023-10-14",27,38
"Bryant-Denny Stadium, Tuscaloosa, AL",-87.5503836,33.2082752,"Texas","@  Alabama","7:00 PM","","Tickets as low as $268","Saturday, September 9, 2023","2023-09-09",9,38
"Bryant-Denny Stadium, Tuscaloosa, AL",-87.5503836,33.2082752,"Chattanooga","@  Alabama","12:00 PM","","Tickets as low as $16","Saturday, November 18, 2023","2023-11-18",52,38
"Bryant-Denny Stadium, Tuscaloosa, AL",-87.5503836,33.2082752,"LSU","@  Alabama","TBD","","Tickets as low as $196","Saturday, November 4, 2023","2023-11-04",42,38
"Bryant-Denny Stadium, Tuscaloosa, AL",-87.5503836,33.2082752,"Tennessee","@  Alabama","TBD","","Tickets as low as $209","Saturday, October 21, 2023","2023-10-21",32,38
"Bryant-Denny Stadium, Tuscaloosa, AL",-87.5503836,33.2082752,"Ole Miss","@  Alabama","TBD","","Tickets as low as $107","Saturday, September 23, 2023","2023-09-23",15,38
"Bulldog Stadium (CA), Fresno, CA",-119.7581518,36.8144001,"New Mexico","@  Fresno State","TBD","","Tickets as low as $30","Saturday, November 18, 2023","2023-11-18",52,74
"Bulldog Stadium (CA), Fresno, CA",-119.7581518,36.8144001,"Boise State","@  Fresno State","10:00 PM","CBSSN","Tickets as low as $45","Saturday, November 4, 2023","2023-11-04",42,74
"Bulldog Stadium (CA), Fresno, CA",-119.7581518,36.8144001,"Nevada","@  Fresno State","TBD","","Tickets as low as $35","Saturday, September 30, 2023","2023-09-30",18,74
"Bulldog Stadium (CA), Fresno, CA",-119.7581518,36.8144001,"Kent State","@  Fresno State","10:30 PM","CBSSN","Tickets as low as $30","Saturday, September 23, 2023","2023-09-23",15,74
"Bulldog Stadium (CA), Fresno, CA",-119.7581518,36.8144001,"Eastern Washington","@  Fresno State","TBD","","Tickets as low as $30","Saturday, September 9, 2023","2023-09-09",9,74
"Bulldog Stadium (CA), Fresno, CA",-119.7581518,36.8144001,"UNLV","@  Fresno State","TBD","","Tickets as low as $35","Saturday, October 28, 2023","2023-10-28",37,74
"Burgess-Snow Field, Jacksonville, AL",-85.7662941,33.8203824,"UTEP","@  Jacksonville State","5:30 PM","CBSSN","Tickets as low as $50","Saturday, August 26, 2023","2023-08-26",1,46
"Burgess-Snow Field, Jacksonville, AL",-85.7662941,33.8203824,"Western Kentucky","@  Jacksonville State","7:30 PM","","Tickets as low as $51","Tuesday, October 17, 2023","2023-10-17",28,46
"Burgess-Snow Field, Jacksonville, AL",-85.7662941,33.8203824,"Louisiana Tech","@  Jacksonville State","TBD","","Tickets as low as $51","Saturday, November 18, 2023","2023-11-18",52,46
"Burgess-Snow Field, Jacksonville, AL",-85.7662941,33.8203824,"Eastern Michigan","@  Jacksonville State","TBD","","Tickets as low as $51","Saturday, September 23, 2023","2023-09-23",15,46
"Burgess-Snow Field, Jacksonville, AL",-85.7662941,33.8203824,"Liberty","@  Jacksonville State","7:30 PM","","Tickets as low as $51","Tuesday, October 10, 2023","2023-10-10",23,46
"Cajun Field, Lafayette, LA",-92.041732,30.2158054,"Northwestern State","@  Louisiana","7:30 PM","","Tickets as low as $44","Saturday, September 2, 2023","2023-09-02",4,15
"Cajun Field, Lafayette, LA",-92.041732,30.2158054,"Texas State","@  Louisiana","TBD","","Tickets as low as $44","Saturday, October 7, 2023","2023-10-07",22,15
"Cajun Field, Lafayette, LA",-92.041732,30.2158054,"Southern Miss","@  Louisiana","7:30 PM",NA,"Tickets as low as $44","Thursday, November 9, 2023","2023-11-09",45,15
"Cajun Field, Lafayette, LA",-92.041732,30.2158054,"Buffalo","@  Louisiana","TBD","","Tickets as low as $44","Saturday, September 23, 2023","2023-09-23",15,15
"Cajun Field, Lafayette, LA",-92.041732,30.2158054,"Georgia State","@  Louisiana","TBD","","Tickets as low as $44","Saturday, October 21, 2023","2023-10-21",32,15
"Cajun Field, Lafayette, LA",-92.041732,30.2158054,"UL Monroe","@  Louisiana","TBD","","Tickets as low as $48","Saturday, November 25, 2023","2023-11-25",56,15
"California Memorial Stadium, Berkeley, CA",-122.2507783,37.8706571,"USC","@  California","TBD","","Tickets as low as $64","Saturday, October 28, 2023","2023-10-28",37,81
"California Memorial Stadium, Berkeley, CA",-122.2507783,37.8706571,"Washington State","@  California","TBD","","Tickets as low as $20","Saturday, November 11, 2023","2023-11-11",47,81
"California Memorial Stadium, Berkeley, CA",-122.2507783,37.8706571,"Auburn","@  California","10:30 PM","","Tickets as low as $70","Saturday, September 9, 2023","2023-09-09",9,81
"California Memorial Stadium, Berkeley, CA",-122.2507783,37.8706571,"Arizona State","@  California","TBD","","Tickets as low as $31","Saturday, September 30, 2023","2023-09-30",18,81
"California Memorial Stadium, Berkeley, CA",-122.2507783,37.8706571,"Oregon State","@  California","TBD","","Tickets as low as $21","Saturday, October 7, 2023","2023-10-07",22,81
